sku,tipo_produto,data,prazo_entrega,tempo_entrega,nivel_estoque,qtd_vendida,preco_unitario,receita,otd_flag
SKU1067,OPME,2022-12-03,1.5,1.0,210,41,12000,492000,1
SKU1068,Suturas,2022-12-04,2.0,1.3,183,30,50,1500,1
SKU1069,Suturas,2022-12-05,3.5,5.1,198,23,50,1150,0
SKU1070,OPME,2022-12-06,1.7,1.0,196,41,12000,492000,1
SKU1071,Cosméticos Médicos,2022-12-07,1.0,1.0,233,35,150,5250,1
SKU1072,Cosméticos Médicos,2022-12-08,2.6,1.9,215,47,150,7050,1
SKU1073,Cosméticos Médicos,2022-12-09,1.0,1.0,164,48,150,7200,1
SKU1074,OPME,2022-12-10,1.0,1.0,203,24,12000,288000,1
SKU1075,Suturas,2022-12-11,1.8,3.5,217,30,50,1500,0
SKU1076,OPME,2022-12-12,3.7,1.0,187,36,12000,432000,1
SKU1077,OPME,2022-12-13,5.4,1.4,225,66,12000,792000,1
SKU1078,Cosméticos Médicos,2022-12-14,1.9,1.0,212,53,150,7950,1
SKU1079,Endoscópios,2022-12-15,1.0,2.0,200,55,5000,275000,0
SKU1080,Suturas,2022-12-16,2.2,2.8,189,31,50,1550,0
SKU1081,Cosméticos Médicos,2022-12-17,2.3,1.6,156,46,150,6900,1
SKU1082,Endoscópios,2022-12-18,1.0,1.0,220,26,5000,130000,1
SKU1083,Endoscópios,2022-12-19,3.8,1.6,197,21,5000,105000,1
SKU1084,Medicamentos,2022-12-20,1.3,2.1,195,52,80,4160,0
SKU1085,Suturas,2022-12-21,2.1,3.6,213,60,50,3000,0
SKU1086,Endoscópios,2022-12-22,2.1,1.7,209,24,5000,120000,1
SKU1087,Cosméticos Médicos,2022-12-23,1.6,3.1,193,23,150,3450,0
SKU1088,Medicamentos,2022-12-24,2.3,1.0,193,20,80,1600,1
SKU1089,Suturas,2022-12-25,1.0,2.4,193,23,50,1150,0
SKU1090,OPME,2022-12-26,1.0,1.0,196,27,12000,324000,1
SKU1091,Cosméticos Médicos,2022-12-27,1.0,1.0,188,55,150,8250,1
SKU1092,Endoscópios,2022-12-28,1.8,1.9,197,46,5000,230000,0
SKU1093,Endoscópios,2022-12-29,2.3,2.3,199,50,5000,250000,1
SKU1094,Cosméticos Médicos,2022-12-30,1.7,3.5,200,51,150,7650,0
SKU1095,Endoscópios,2022-12-31,3.6,2.4,191,39,5000,195000,1
SKU1096,Medicamentos,2023-01-01,1.0,1.0,228,59,80,4720,1
SKU1097,Suturas,2023-01-02,2.4,4.9,203,44,50,2200,0
SKU1098,Medicamentos,2023-01-03,1.0,1.0,193,31,80,2480,1
SKU1099,Endoscópios,2023-01-04,1.0,1.9,182,38,5000,190000,0
SKU1100,OPME,2023-01-05,1.7,3.8,183,37,12000,444000,0
SKU1101,Suturas,2023-01-06,2.7,3.1,188,49,50,2450,0
SKU1102,Suturas,2023-01-07,1.0,2.4,230,68,50,3400,0
SKU1103,Cosméticos Médicos,2023-01-08,1.0,1.0,202,36,150,5400,1
SKU1104,Cosméticos Médicos,2023-01-09,1.0,1.0,193,48,150,7200,1
SKU1105,OPME,2023-01-10,1.0,1.0,228,27,12000,324000,1
SKU1106,Suturas,2023-01-11,2.7,4.5,220,56,50,2800,0
SKU1107,OPME,2023-01-12,1.6,1.0,206,35,12000,420000,1
SKU1108,Cosméticos Médicos,2023-01-13,1.8,1.0,196,21,150,3150,1
SKU1109,Cosméticos Médicos,2023-01-14,1.1,1.8,196,33,150,4950,0
SKU1110,Suturas,2023-01-15,1.4,1.0,189,41,50,2050,1
SKU1111,Medicamentos,2023-01-16,1.0,1.0,201,24,80,1920,1
SKU1112,Endoscópios,2023-01-17,2.1,3.8,212,60,5000,300000,0
SKU1113,Cosméticos Médicos,2023-01-18,1.6,1.9,207,23,150,3450,0
SKU1114,Cosméticos Médicos,2023-01-19,1.7,4.7,199,56,150,8400,0
SKU1115,Medicamentos,2023-01-20,1.0,1.7,196,47,80,3760,0
SKU1116,Medicamentos,2023-01-21,1.0,1.0,237,39,80,3120,1
SKU1117,OPME,2023-01-22,2.3,1.7,210,37,12000,444000,1
SKU1118,OPME,2023-01-23,1.0,1.0,194,48,12000,576000,1
SKU1119,Endoscópios,2023-01-24,1.0,1.0,196,43,5000,215000,1
SKU1120,Endoscópios,2023-01-25,2.1,1.0,202,47,5000,235000,1
SKU1121,Suturas,2023-01-26,1.0,1.0,182,32,50,1600,1
SKU1122,OPME,2023-01-27,2.3,1.0,184,36,12000,432000,1
SKU1123,Cosméticos Médicos,2023-01-28,1.9,2.0,227,67,150,10050,0
SKU1124,OPME,2023-01-29,1.7,1.0,207,29,12000,348000,1
SKU1125,Cosméticos Médicos,2023-01-30,1.0,1.0,223,40,150,6000,1
SKU1126,Medicamentos,2023-01-31,2.8,3.4,212,33,80,2640,0
SKU1127,OPME,2023-02-01,1.1,1.8,217,54,12000,648000,0
SKU1128,Medicamentos,2023-02-02,1.0,1.0,190,48,80,3840,1
SKU1129,Endoscópios,2023-02-03,1.3,1.0,190,30,5000,150000,1
SKU1130,Endoscópios,2023-02-04,1.0,1.0,158,18,5000,90000,1
SKU1131,Suturas,2023-02-05,2.0,3.8,190,19,50,950,0
SKU1132,OPME,2023-02-06,1.0,1.0,188,34,12000,408000,1
SKU1133,Medicamentos,2023-02-07,1.0,1.0,202,36,80,2880,1
SKU1134,Cosméticos Médicos,2023-02-08,1.0,1.0,197,58,150,8700,1
SKU1135,Endoscópios,2023-02-09,2.8,4.8,180,34,5000,170000,0
SKU1136,Endoscópios,2023-02-10,1.0,1.0,209,31,5000,155000,1
SKU1137,Cosméticos Médicos,2023-02-11,3.3,6.4,210,58,150,8700,0
SKU1138,Medicamentos,2023-02-12,1.0,1.0,222,44,80,3520,1
SKU1139,Medicamentos,2023-02-13,1.0,1.0,227,49,80,3920,1
SKU1140,OPME,2023-02-14,1.0,1.0,216,25,12000,300000,1
SKU1141,OPME,2023-02-15,2.6,2.1,207,36,12000,432000,1
SKU1142,Suturas,2023-02-16,1.2,1.0,230,66,50,3300,1
SKU1143,Endoscópios,2023-02-17,1.0,1.0,204,44,5000,220000,1
SKU1144,OPME,2023-02-18,1.0,1.0,227,38,12000,456000,1
SKU1145,Medicamentos,2023-02-19,1.8,2.0,200,45,80,3600,0
SKU1146,Cosméticos Médicos,2023-02-20,2.7,4.2,213,60,150,9000,0
SKU1147,Medicamentos,2023-02-21,3.2,4.1,172,26,80,2080,0
SKU1148,Endoscópios,2023-02-22,1.0,1.0,201,40,5000,200000,1
SKU1149,Medicamentos,2023-02-23,1.0,2.1,217,63,80,5040,0
SKU1150,Suturas,2023-02-24,1.0,1.5,178,23,50,1150,0
SKU1151,Endoscópios,2023-02-25,1.5,1.0,201,49,5000,245000,1
SKU1152,Cosméticos Médicos,2023-02-26,1.0,1.0,221,49,150,7350,1
SKU1153,Suturas,2023-02-27,1.0,1.0,196,46,50,2300,1
SKU1154,Endoscópios,2023-02-28,1.6,1.0,195,33,5000,165000,1
SKU1155,Cosméticos Médicos,2023-03-01,1.0,1.2,199,32,150,4800,0
SKU1156,Suturas,2023-03-02,1.4,1.1,226,53,50,2650,1
SKU1157,Suturas,2023-03-03,1.0,1.0,210,30,50,1500,1
SKU1158,Endoscópios,2023-03-04,1.0,1.0,200,36,5000,180000,1
SKU1159,OPME,2023-03-05,1.0,1.0,193,26,12000,312000,1
SKU1160,Suturas,2023-03-06,2.7,4.0,208,21,50,1050,0
SKU1161,Suturas,2023-03-07,3.0,5.0,200,58,50,2900,0
SKU1162,Cosméticos Médicos,2023-03-08,1.0,1.0,199,37,150,5550,1
SKU1163,Medicamentos,2023-03-09,1.0,1.0,186,54,80,4320,1
SKU1164,Endoscópios,2023-03-10,1.0,1.0,189,24,5000,120000,1
SKU1165,Endoscópios,2023-03-11,1.0,1.0,212,46,5000,230000,1
SKU1166,OPME,2023-03-12,1.0,1.7,189,26,12000,312000,0
SKU1167,OPME,2023-03-13,1.0,1.0,212,54,12000,648000,1
SKU1168,Endoscópios,2023-03-14,1.0,1.0,198,50,5000,250000,1
SKU1169,OPME,2023-03-15,1.0,1.0,208,25,12000,300000,1
SKU1170,Cosméticos Médicos,2023-03-16,1.3,2.9,214,60,150,9000,0
SKU1171,Endoscópios,2023-03-17,1.2,2.7,191,26,5000,130000,0
SKU1172,OPME,2023-03-18,1.0,1.0,183,40,12000,480000,1
SKU1173,Endoscópios,2023-03-19,1.4,3.1,192,57,5000,285000,0
SKU1174,Medicamentos,2023-03-20,1.0,1.0,207,57,80,4560,1
SKU1175,Suturas,2023-03-21,1.0,1.9,209,60,50,3000,0
SKU1176,Endoscópios,2023-03-22,3.6,3.8,191,32,5000,160000,0
SKU1177,Suturas,2023-03-23,3.4,6.0,197,23,50,1150,0
SKU1178,OPME,2023-03-24,1.0,1.0,209,28,12000,336000,1
SKU1179,Suturas,2023-03-25,2.6,3.1,216,43,50,2150,0
SKU1180,Endoscópios,2023-03-26,2.3,3.4,204,52,5000,260000,0
SKU1181,Medicamentos,2023-03-27,1.0,1.0,196,25,80,2000,1
SKU1182,OPME,2023-03-28,1.9,1.0,200,46,12000,552000,1
SKU1183,Endoscópios,2023-03-29,3.4,3.7,201,33,5000,165000,0
SKU1184,OPME,2023-03-30,1.0,1.0,219,36,12000,432000,1
SKU1185,Cosméticos Médicos,2023-03-31,1.0,1.0,230,53,150,7950,1
SKU1186,Suturas,2023-04-01,2.9,4.4,190,36,50,1800,0
SKU1187,Cosméticos Médicos,2023-04-02,1.4,2.3,217,56,150,8400,0
SKU1188,Endoscópios,2023-04-03,1.9,2.5,211,27,5000,135000,0
SKU1189,Medicamentos,2023-04-04,1.5,1.0,189,48,80,3840,1
SKU1190,OPME,2023-04-05,1.3,1.0,184,20,12000,240000,1
SKU1191,Suturas,2023-04-06,1.0,1.0,190,26,50,1300,1
SKU1192,OPME,2023-04-07,2.3,3.6,209,48,12000,576000,0
SKU1193,Endoscópios,2023-04-08,2.9,1.5,202,54,5000,270000,1
SKU1194,OPME,2023-04-09,1.0,2.1,214,32,12000,384000,0
SKU1195,Suturas,2023-04-10,1.3,3.3,206,34,50,1700,0
SKU1196,Endoscópios,2023-04-11,1.0,1.0,187,38,5000,190000,1
SKU1197,OPME,2023-04-12,1.5,1.0,205,29,12000,348000,1
SKU1198,Medicamentos,2023-04-13,1.9,2.4,211,55,80,4400,0
SKU1199,Endoscópios,2023-04-14,1.0,1.0,193,49,5000,245000,1
SKU1200,Endoscópios,2023-04-15,2.8,3.2,208,26,5000,130000,0
SKU1201,Medicamentos,2023-04-16,1.0,1.0,198,38,80,3040,1
SKU1202,Cosméticos Médicos,2023-04-17,1.8,1.0,195,49,150,7350,1
SKU1203,Suturas,2023-04-18,1.0,1.0,192,32,50,1600,1
SKU1204,Cosméticos Médicos,2023-04-19,1.0,1.3,207,46,150,6900,0
SKU1205,OPME,2023-04-20,1.0,1.0,216,23,12000,276000,1
SKU1206,Medicamentos,2023-04-21,1.3,1.0,211,46,80,3680,1
SKU1207,Cosméticos Médicos,2023-04-22,1.0,1.5,206,26,150,3900,0
SKU1208,Endoscópios,2023-04-23,1.0,2.8,180,47,5000,235000,0
SKU1209,OPME,2023-04-24,1.9,1.0,219,37,12000,444000,1
SKU1210,OPME,2023-04-25,1.0,1.0,175,27,12000,324000,1
SKU1211,Cosméticos Médicos,2023-04-26,1.0,1.0,216,57,150,8550,1
SKU1212,Cosméticos Médicos,2023-04-27,3.6,1.6,217,23,150,3450,1
SKU1213,Medicamentos,2023-04-28,3.1,3.4,201,36,80,2880,0
SKU1214,Suturas,2023-04-29,1.0,1.0,197,34,50,1700,1
SKU1215,Cosméticos Médicos,2023-04-30,2.0,3.1,191,29,150,4350,0
SKU1216,Cosméticos Médicos,2023-05-01,1.0,1.0,201,56,150,8400,1
SKU1217,Endoscópios,2023-05-02,1.5,1.0,213,53,5000,265000,1
SKU1218,OPME,2023-05-03,1.1,1.0,212,23,12000,276000,1
SKU1219,Suturas,2023-05-04,1.0,1.6,175,42,50,2100,0
SKU1220,Endoscópios,2023-05-05,1.0,1.0,208,42,5000,210000,1
SKU1221,Medicamentos,2023-05-06,1.0,2.2,219,61,80,4880,0
SKU1222,Medicamentos,2023-05-07,1.0,1.0,203,33,80,2640,1
SKU1223,Cosméticos Médicos,2023-05-08,1.0,1.0,201,43,150,6450,1
SKU1224,Cosméticos Médicos,2023-05-09,1.0,2.6,223,44,150,6600,0
SKU1225,Medicamentos,2023-05-10,1.0,1.0,198,39,80,3120,1
SKU1226,Cosméticos Médicos,2023-05-11,2.0,3.9,188,35,150,5250,0
SKU1227,Suturas,2023-05-12,3.6,5.5,195,27,50,1350,0
SKU1228,Cosméticos Médicos,2023-05-13,1.0,1.0,199,49,150,7350,1
SKU1229,OPME,2023-05-14,1.1,1.0,208,39,12000,468000,1
SKU1230,Cosméticos Médicos,2023-05-15,1.7,1.0,202,58,150,8700,1
SKU1231,Endoscópios,2023-05-16,1.8,3.0,184,27,5000,135000,0
SKU1232,Suturas,2023-05-17,1.5,3.9,188,44,50,2200,0
SKU1233,Endoscópios,2023-05-18,2.2,5.2,186,53,5000,265000,0
SKU1234,Endoscópios,2023-05-19,1.8,3.3,184,42,5000,210000,0
SKU1235,OPME,2023-05-20,1.0,1.0,211,57,12000,684000,1
SKU1236,Suturas,2023-05-21,2.7,2.9,199,52,50,2600,0
SKU1237,Suturas,2023-05-22,2.7,2.1,204,35,50,1750,1
SKU1238,Suturas,2023-05-23,1.0,1.6,201,44,50,2200,0
SKU1239,Suturas,2023-05-24,1.5,2.7,225,29,50,1450,0
SKU1240,Suturas,2023-05-25,2.4,3.6,203,42,50,2100,0
SKU1241,OPME,2023-05-26,1.0,1.0,231,33,12000,396000,1
SKU1242,Cosméticos Médicos,2023-05-27,2.6,3.1,191,47,150,7050,0
SKU1243,Endoscópios,2023-05-28,4.6,7.0,197,40,5000,200000,0
SKU1244,Suturas,2023-05-29,1.0,2.3,215,39,50,1950,0
SKU1245,Cosméticos Médicos,2023-05-30,1.0,1.0,208,31,150,4650,1
SKU1246,Cosméticos Médicos,2023-05-31,1.5,2.7,191,57,150,8550,0
SKU1247,Endoscópios,2023-06-01,2.2,3.2,210,24,5000,120000,0
SKU1248,OPME,2023-06-02,1.0,1.0,185,20,12000,240000,1
SKU1249,Medicamentos,2023-06-03,3.2,4.3,188,26,80,2080,0
SKU1250,Medicamentos,2023-06-04,1.0,1.0,199,58,80,4640,1
SKU1251,Cosméticos Médicos,2023-06-05,2.0,3.6,193,57,150,8550,0
SKU1252,Endoscópios,2023-06-06,1.0,1.0,198,45,5000,225000,1
SKU1253,Medicamentos,2023-06-07,3.6,4.0,183,50,80,4000,0
SKU1254,Cosméticos Médicos,2023-06-08,4.0,2.7,217,30,150,4500,1
SKU1255,OPME,2023-06-09,1.0,1.0,195,57,12000,684000,1
SKU1256,Medicamentos,2023-06-10,1.0,1.0,207,26,80,2080,1
SKU1257,Cosméticos Médicos,2023-06-11,2.3,1.0,208,25,150,3750,1
SKU1258,Cosméticos Médicos,2023-06-12,1.0,1.1,210,25,150,3750,0
SKU1259,Suturas,2023-06-13,1.3,1.0,225,48,50,2400,1
SKU1260,OPME,2023-06-14,1.0,1.8,200,51,12000,612000,0
SKU1261,Suturas,2023-06-15,1.0,1.0,199,34,50,1700,1
SKU1262,Endoscópios,2023-06-16,1.1,1.8,220,65,5000,325000,0
SKU1263,Suturas,2023-06-17,1.0,1.0,224,41,50,2050,1
SKU1264,Suturas,2023-06-18,1.0,1.0,191,24,50,1200,1
SKU1265,Medicamentos,2023-06-19,3.2,2.5,180,34,80,2720,1
SKU1266,Cosméticos Médicos,2023-06-20,1.0,1.0,205,48,150,7200,1
SKU1267,OPME,2023-06-21,1.9,3.9,221,58,12000,696000,0
SKU1268,Suturas,2023-06-22,1.0,1.0,178,34,50,1700,1
SKU1269,OPME,2023-06-23,1.0,1.8,200,43,12000,516000,0
SKU1270,Suturas,2023-06-24,2.6,1.0,194,29,50,1450,1
SKU1271,Endoscópios,2023-06-25,1.6,1.0,206,47,5000,235000,1
SKU1272,Suturas,2023-06-26,2.3,1.7,200,59,50,2950,1
SKU1273,Medicamentos,2023-06-27,2.5,1.0,234,25,80,2000,1
SKU1274,Cosméticos Médicos,2023-06-28,1.0,1.0,201,55,150,8250,1
SKU1275,Endoscópios,2023-06-29,1.0,1.0,202,42,5000,210000,1
SKU1276,Suturas,2023-06-30,1.0,1.0,195,29,50,1450,1
SKU1277,OPME,2023-07-01,1.0,1.0,177,51,12000,612000,1
SKU1278,Endoscópios,2023-07-02,5.5,7.1,191,37,5000,185000,0
SKU1279,Endoscópios,2023-07-03,3.0,3.7,202,33,5000,165000,0
SKU1280,Suturas,2023-07-04,1.0,1.0,175,23,50,1150,1
SKU1281,Endoscópios,2023-07-05,1.0,1.0,205,30,5000,150000,1
SKU1282,OPME,2023-07-06,1.4,1.0,199,53,12000,636000,1
SKU1283,Endoscópios,2023-07-07,1.9,3.7,201,44,5000,220000,0
SKU1284,OPME,2023-07-08,1.5,1.0,192,54,12000,648000,1
SKU1285,Suturas,2023-07-09,1.0,1.0,228,33,50,1650,1
SKU1286,Cosméticos Médicos,2023-07-10,1.0,1.0,175,21,150,3150,1
SKU1287,Endoscópios,2023-07-11,1.6,1.0,220,22,5000,110000,1
SKU1288,Cosméticos Médicos,2023-07-12,1.1,1.0,194,39,150,5850,1
SKU1289,OPME,2023-07-13,1.0,1.0,197,59,12000,708000,1
SKU1290,Endoscópios,2023-07-14,1.0,1.4,205,48,5000,240000,0
SKU1291,Medicamentos,2023-07-15,1.0,1.0,186,30,80,2400,1
SKU1292,Cosméticos Médicos,2023-07-16,1.3,1.0,194,53,150,7950,1
SKU1293,Endoscópios,2023-07-17,5.6,7.7,193,49,5000,245000,0
SKU1294,Cosméticos Médicos,2023-07-18,1.6,2.3,183,18,150,2700,0
SKU1295,Endoscópios,2023-07-19,1.0,3.8,199,52,5000,260000,0
SKU1296,Suturas,2023-07-20,2.8,5.7,210,33,50,1650,0
SKU1297,Cosméticos Médicos,2023-07-21,1.7,3.4,206,26,150,3900,0
SKU1298,Medicamentos,2023-07-22,1.6,1.0,179,26,80,2080,1
SKU1299,Medicamentos,2023-07-23,1.9,3.1,208,40,80,3200,0
SKU1300,OPME,2023-07-24,3.8,2.6,216,39,12000,468000,1
SKU1301,Endoscópios,2023-07-25,1.0,1.0,208,32,5000,160000,1
SKU1302,Cosméticos Médicos,2023-07-26,1.7,2.0,195,26,150,3900,0
SKU1303,OPME,2023-07-27,1.0,1.0,205,51,12000,612000,1
SKU1304,Cosméticos Médicos,2023-07-28,1.8,2.6,200,59,150,8850,0
SKU1305,Endoscópios,2023-07-29,1.0,1.0,196,50,5000,250000,1
SKU1306,Medicamentos,2023-07-30,1.0,1.5,172,27,80,2160,0
SKU1307,Suturas,2023-07-31,1.0,1.0,195,29,50,1450,1
SKU1308,Medicamentos,2023-08-01,2.5,2.8,209,29,80,2320,0
SKU1309,OPME,2023-08-02,2.1,1.0,168,21,12000,252000,1
SKU1310,Suturas,2023-08-03,1.0,1.0,190,39,50,1950,1
SKU1311,OPME,2023-08-04,1.0,1.7,183,40,12000,480000,0
SKU1312,Endoscópios,2023-08-05,1.0,1.0,230,55,5000,275000,1
SKU1313,Suturas,2023-08-06,1.0,2.2,185,43,50,2150,0
SKU1314,OPME,2023-08-07,1.0,1.0,194,30,12000,360000,1
SKU1315,Endoscópios,2023-08-08,1.0,1.0,200,33,5000,165000,1
SKU1316,Medicamentos,2023-08-09,4.6,5.2,210,49,80,3920,0
SKU1317,Endoscópios,2023-08-10,1.7,2.8,190,32,5000,160000,0
SKU1318,Cosméticos Médicos,2023-08-11,1.0,1.0,200,28,150,4200,1
SKU1319,Endoscópios,2023-08-12,1.0,1.0,189,33,5000,165000,1
SKU1320,Endoscópios,2023-08-13,2.6,3.5,185,28,5000,140000,0
SKU1321,Cosméticos Médicos,2023-08-14,4.1,3.8,206,24,150,3600,1
SKU1322,OPME,2023-08-15,1.0,1.0,214,56,12000,672000,1
SKU1323,OPME,2023-08-16,1.0,1.0,187,50,12000,600000,1
SKU1324,Endoscópios,2023-08-17,3.9,5.6,208,29,5000,145000,0
SKU1325,Cosméticos Médicos,2023-08-18,1.6,1.0,222,25,150,3750,1
SKU1326,Cosméticos Médicos,2023-08-19,1.0,1.0,209,51,150,7650,1
SKU1327,Medicamentos,2023-08-20,1.8,1.4,198,28,80,2240,1
SKU1328,OPME,2023-08-21,1.0,1.0,195,34,12000,408000,1
SKU1329,Suturas,2023-08-22,1.4,2.5,195,22,50,1100,0
SKU1330,OPME,2023-08-23,1.2,1.0,204,29,12000,348000,1
SKU1331,OPME,2023-08-24,2.1,2.4,167,43,12000,516000,0
SKU1332,Medicamentos,2023-08-25,1.0,1.0,184,48,80,3840,1
SKU1333,Suturas,2023-08-26,1.5,4.7,179,25,50,1250,0
SKU1334,Medicamentos,2023-08-27,1.0,1.0,191,31,80,2480,1
SKU1335,Suturas,2023-08-28,1.8,2.8,228,28,50,1400,0
SKU1336,Endoscópios,2023-08-29,1.0,1.0,197,22,5000,110000,1
SKU1337,Suturas,2023-08-30,1.0,1.0,199,59,50,2950,1
SKU1338,Medicamentos,2023-08-31,1.0,1.0,192,44,80,3520,1
SKU1339,OPME,2023-09-01,1.7,1.0,195,40,12000,480000,1
SKU1340,Suturas,2023-09-02,2.7,5.9,213,53,50,2650,0
SKU1341,Suturas,2023-09-03,1.0,1.5,204,54,50,2700,0
SKU1342,Cosméticos Médicos,2023-09-04,1.1,1.0,191,49,150,7350,1
SKU1343,OPME,2023-09-05,1.0,1.0,189,19,12000,228000,1
SKU1344,Endoscópios,2023-09-06,1.0,1.9,201,27,5000,135000,0
SKU1345,Medicamentos,2023-09-07,1.0,1.0,230,53,80,4240,1
SKU1346,Endoscópios,2023-09-08,5.0,4.4,206,36,5000,180000,1
SKU1347,OPME,2023-09-09,1.0,1.0,202,59,12000,708000,1
SKU1348,Suturas,2023-09-10,3.6,3.3,190,44,50,2200,1
SKU1349,Suturas,2023-09-11,2.9,6.8,192,55,50,2750,0
SKU1350,OPME,2023-09-12,1.1,1.0,167,23,12000,276000,1
SKU1351,Suturas,2023-09-13,4.0,6.9,209,57,50,2850,0
SKU1352,Suturas,2023-09-14,2.0,3.1,198,32,50,1600,0
SKU1353,Suturas,2023-09-15,2.0,1.3,195,58,50,2900,1
SKU1354,Medicamentos,2023-09-16,1.0,1.0,196,25,80,2000,1
SKU1355,Medicamentos,2023-09-17,2.8,4.0,231,46,80,3680,0
SKU1356,Cosméticos Médicos,2023-09-18,2.6,2.4,200,51,150,7650,1
SKU1357,Endoscópios,2023-09-19,1.0,2.0,200,37,5000,185000,0
SKU1358,OPME,2023-09-20,1.0,1.0,192,37,12000,444000,1
SKU1359,OPME,2023-09-21,1.0,1.7,202,60,12000,720000,0
SKU1360,OPME,2023-09-22,1.0,1.0,191,35,12000,420000,1
SKU1361,Cosméticos Médicos,2023-09-23,1.0,1.0,195,43,150,6450,1
SKU1362,Medicamentos,2023-09-24,2.9,1.9,196,21,80,1680,1
SKU1363,Cosméticos Médicos,2023-09-25,1.0,1.0,197,52,150,7800,1
SKU1364,OPME,2023-09-26,1.0,1.3,188,43,12000,516000,0
SKU1365,Endoscópios,2023-09-27,1.2,1.0,201,36,5000,180000,1
SKU1366,Suturas,2023-09-28,2.7,3.7,212,21,50,1050,0
SKU1367,Medicamentos,2023-09-29,1.0,1.0,209,45,80,3600,1
SKU1368,Medicamentos,2023-09-30,1.0,1.0,194,19,80,1520,1
SKU1369,Cosméticos Médicos,2023-10-01,1.3,3.3,194,19,150,2850,0
SKU1370,Medicamentos,2023-10-02,2.8,3.4,186,41,80,3280,0
SKU1371,OPME,2023-10-03,1.0,1.9,189,26,12000,312000,0
SKU1372,OPME,2023-10-04,1.0,1.0,199,27,12000,324000,1
SKU1373,Cosméticos Médicos,2023-10-05,1.9,3.3,187,43,150,6450,0
SKU1374,OPME,2023-10-06,1.0,2.3,184,20,12000,240000,0
SKU1375,Endoscópios,2023-10-07,1.0,1.2,212,34,5000,170000,0
SKU1376,Cosméticos Médicos,2023-10-08,1.0,1.0,209,27,150,4050,1
SKU1377,Endoscópios,2023-10-09,1.0,1.0,215,46,5000,230000,1
SKU1378,Suturas,2023-10-10,1.0,1.0,186,43,50,2150,1
SKU1379,Endoscópios,2023-10-11,1.0,1.0,182,44,5000,220000,1
SKU1380,Suturas,2023-10-12,2.7,4.9,199,30,50,1500,0
SKU1381,Suturas,2023-10-13,3.3,3.4,211,24,50,1200,0
SKU1382,Endoscópios,2023-10-14,2.1,2.4,208,24,5000,120000,0
SKU1383,Cosméticos Médicos,2023-10-15,1.0,1.0,192,35,150,5250,1
SKU1384,OPME,2023-10-16,1.0,2.4,217,62,12000,744000,0
SKU1385,OPME,2023-10-17,1.0,1.0,190,27,12000,324000,1
SKU1386,Suturas,2023-10-18,2.3,3.3,213,32,50,1600,0
SKU1387,Suturas,2023-10-19,2.4,2.9,193,23,50,1150,0
SKU1388,Cosméticos Médicos,2023-10-20,1.0,1.6,200,44,150,6600,0
SKU1389,Medicamentos,2023-10-21,1.1,1.0,188,44,80,3520,1
SKU1390,Endoscópios,2023-10-22,1.8,1.9,186,42,5000,210000,0
SKU1391,Suturas,2023-10-23,3.6,4.9,225,61,50,3050,0
SKU1392,OPME,2023-10-24,1.8,1.0,220,43,12000,516000,1
SKU1393,Cosméticos Médicos,2023-10-25,2.2,4.8,205,26,150,3900,0
SKU1394,Endoscópios,2023-10-26,1.2,1.0,212,33,5000,165000,1
SKU1395,Cosméticos Médicos,2023-10-27,3.1,4.3,185,43,150,6450,0
SKU1396,Endoscópios,2023-10-28,1.7,2.4,213,47,5000,235000,0
SKU1397,Endoscópios,2023-10-29,1.0,1.7,196,40,5000,200000,0
SKU1398,Suturas,2023-10-30,3.5,3.9,194,45,50,2250,0
SKU1399,Cosméticos Médicos,2023-10-31,2.0,1.0,202,45,150,6750,1
SKU1400,Cosméticos Médicos,2023-11-01,1.0,2.0,177,48,150,7200,0
SKU1401,OPME,2023-11-02,1.0,1.0,200,43,12000,516000,1
SKU1402,OPME,2023-11-03,1.1,1.0,189,48,12000,576000,1
SKU1403,Suturas,2023-11-04,2.1,2.1,200,29,50,1450,1
SKU1404,Suturas,2023-11-05,1.7,3.0,225,53,50,2650,0
SKU1405,Medicamentos,2023-11-06,1.5,2.7,196,54,80,4320,0
SKU1406,OPME,2023-11-07,3.2,1.3,213,37,12000,444000,1
SKU1407,Endoscópios,2023-11-08,2.7,1.0,182,46,5000,230000,1
SKU1408,Cosméticos Médicos,2023-11-09,1.3,2.1,202,49,150,7350,0
SKU1409,Suturas,2023-11-10,2.8,2.1,210,23,50,1150,1
SKU1410,Cosméticos Médicos,2023-11-11,1.0,1.0,180,38,150,5700,1
SKU1411,Cosméticos Médicos,2023-11-12,1.6,1.0,189,23,150,3450,1
SKU1412,Medicamentos,2023-11-13,3.7,4.9,204,59,80,4720,0
SKU1413,OPME,2023-11-14,1.0,1.0,194,50,12000,600000,1
SKU1414,Suturas,2023-11-15,1.0,1.0,206,25,50,1250,1
SKU1415,Cosméticos Médicos,2023-11-16,1.0,2.1,207,25,150,3750,0
SKU1416,Suturas,2023-11-17,1.0,1.0,200,43,50,2150,1
SKU1417,Endoscópios,2023-11-18,1.0,2.3,199,33,5000,165000,0
SKU1418,Medicamentos,2023-11-19,1.0,1.0,212,22,80,1760,1
SKU1419,Endoscópios,2023-11-20,1.0,1.0,196,40,5000,200000,1
SKU1420,Suturas,2023-11-21,1.4,1.0,180,31,50,1550,1
SKU1421,Suturas,2023-11-22,2.8,3.5,220,26,50,1300,0
